INS_time_sec,LatAcc_obd,brake_pressure_obd,speedo_obd,SW_pos_obd,VelFR_obd,VelFL_obd,VelRR_obd,VelRL_obd,yaw_rate,Correvit_slip_angle_COG_corrvittiltcorrected,INSTimestamp_ADMA
1716990848.75,0.450,0.636,19.063,-30.844,18.100,18.450,18.250,18.750,-3.840,-1.034,2024-05-29 13:54:08.750000128
1716990848.77,0.225,0.364,19.313,-30.844,18.200,18.600,18.250,18.600,-3.840,-0.836,2024-05-29 13:54:08.769999872
1716990848.79,0.375,0.636,19.438,-30.844,18.300,18.650,18.500,18.800,-3.840,-0.721,2024-05-29 13:54:08.789999872
1716990848.81,0.675,0.818,19.500,-30.844,18.400,18.750,18.500,18.950,-3.840,-0.690,2024-05-29 13:54:08.809999872
1716990848.83,0.750,1.091,19.625,-30.844,18.450,18.850,18.650,19.050,-3.840,-0.691,2024-05-29 13:54:08.829999872
1716990848.85,0.525,1.091,19.688,-30.844,18.550,18.950,18.750,19.050,-3.840,-0.682,2024-05-29 13:54:08.849999872
1716990848.87,0.525,1.091,19.688,-30.844,18.650,19.100,18.950,19.300,-5.120,-0.512,2024-05-29 13:54:08.869999872
1716990848.89,0.450,0.818,19.938,-30.844,18.750,19.200,19.000,19.200,-5.120,-0.445,2024-05-29 13:54:08.890000128
1716990848.91,0.750,0.818,20.125,-30.844,18.850,19.300,19.000,19.350,-3.840,-0.502,2024-05-29 13:54:08.910000128
1716990848.93,0.750,0.636,20.125,-30.363,18.950,19.400,19.100,19.450,-3.840,-0.673,2024-05-29 13:54:08.930000128
1716990848.95,0.750,0.636,20.125,-30.363,19.050,19.450,19.100,19.450,-3.840,-0.681,2024-05-29 13:54:08.950000128
1716990848.97,0.750,0.636,20.125,-30.363,19.150,19.550,19.100,19.450,-3.840,-0.607,2024-05-29 13:54:08.970000128
1716990848.99,0.675,1.091,20.438,-30.363,19.250,19.650,19.550,20.100,-3.840,-0.662,2024-05-29 13:54:08.990000128
1716990849.01,0.675,0.818,20.438,-30.363,19.350,19.800,19.500,19.750,-3.840,-0.684,2024-05-29 13:54:09.009999872
1716990849.03,0.975,0.818,20.625,-30.363,19.450,19.850,19.750,19.950,-3.840,-0.851,2024-05-29 13:54:09.029999872
1716990849.05,0.825,0.818,20.750,-29.881,19.500,19.950,19.750,19.950,-3.840,-0.956,2024-05-29 13:54:09.049999872
1716990849.07,0.825,0.636,20.750,-29.881,19.650,20.050,19.750,20.150,-3.840,-0.894,2024-05-29 13:54:09.069999872
1716990849.09,0.825,0.636,20.750,-28.875,19.750,20.150,19.800,20.300,-5.120,-0.681,2024-05-29 13:54:09.089999872
1716990849.11,0.750,0.818,21.000,-28.394,19.800,20.200,20.100,20.550,-5.120,-0.715,2024-05-29 13:54:09.109999872
1716990849.13,0.975,0.818,21.125,-27.344,19.900,20.300,20.100,20.550,-3.840,-0.842,2024-05-29 13:54:09.130000128
1716990849.15,0.975,1.091,21.125,-26.381,20.000,20.450,20.300,20.550,-5.120,-0.880,2024-05-29 13:54:09.150000128
1716990849.17,0.525,1.091,21.375,-24.894,20.100,20.500,20.300,20.800,-5.120,-0.706,2024-05-29 13:54:09.170000128
1716990849.19,0.525,1.091,21.375,-23.363,20.200,20.700,20.300,20.800,-5.120,-0.467,2024-05-29 13:54:09.190000128
1716990849.21,0.825,1.091,21.625,-22.881,20.350,20.750,20.300,20.800,-3.840,-0.531,2024-05-29 13:54:09.210000128
1716990849.23,0.825,1.091,21.625,-20.913,20.500,20.900,20.300,20.800,-3.840,-0.606,2024-05-29 13:54:09.230000128
1716990849.25,0.825,0.818,21.625,-18.419,20.550,20.950,20.950,21.050,-3.840,-0.608,2024-05-29 13:54:09.249999872
1716990849.27,0.525,1.091,21.938,-16.931,20.650,21.050,20.750,21.450,-3.840,-0.422,2024-05-29 13:54:09.269999872
1716990849.29,0.525,1.091,21.938,-14.875,20.800,21.150,21.150,21.400,-3.840,-0.403,2024-05-29 13:54:09.289999872
1716990849.31,0.525,1.091,21.938,-13.388,20.950,21.250,21.150,21.400,-2.560,-0.429,2024-05-29 13:54:09.309999872
1716990849.33,0.750,0.636,22.250,-11.375,21.000,21.350,21.300,21.600,-2.560,-0.489,2024-05-29 13:54:09.329999872
1716990849.35,0.450,0.636,22.375,-9.931,21.150,21.450,21.300,21.600,-2.560,-0.492,2024-05-29 13:54:09.349999872
1716990849.37,0.225,0.636,22.500,-7.963,21.300,21.500,21.300,21.600,-2.560,-0.328,2024-05-29 13:54:09.369999872
1716990849.39,0.375,0.636,22.563,-6.913,21.400,21.550,21.600,22.000,-2.560,-0.249,2024-05-29 13:54:09.390000128
1716990849.41,0.375,1.091,22.563,-5.950,21.450,21.650,21.700,21.800,-1.280,-0.299,2024-05-29 13:54:09.410000128
1716990849.43,0.375,1.091,22.563,-3.981,21.650,21.850,21.950,21.900,-1.280,-0.353,2024-05-29 13:54:09.430000128
1716990849.45,0.300,1.091,22.938,-3.413,21.700,21.900,21.950,21.900,-1.280,-0.328,2024-05-29 13:54:09.450000128
1716990849.47,0.150,1.091,23.063,-2.931,21.850,22.050,21.950,21.900,-1.280,-0.207,2024-05-29 13:54:09.470000128
1716990849.49,0.375,0.818,23.188,-2.450,22.000,22.150,22.200,22.300,-1.280,-0.206,2024-05-29 13:54:09.490000128
1716990849.51,0.375,0.636,23.188,-1.444,22.100,22.250,22.300,22.450,-1.280,-0.297,2024-05-29 13:54:09.509999872
1716990849.53,0.375,0.636,23.375,-1.444,22.200,22.300,22.300,22.450,-1.280,-0.305,2024-05-29 13:54:09.529999872
1716990849.55,0.375,1.091,23.375,-1.444,22.350,22.450,22.500,22.700,-1.280,-0.201,2024-05-29 13:54:09.549999872
1716990849.57,0.375,1.091,23.375,-1.444,22.450,22.600,22.750,22.800,-1.280,-0.093,2024-05-29 13:54:09.569999872
1716990849.59,0.525,1.091,23.750,-1.444,22.600,22.700,22.750,22.800,0.000,-0.187,2024-05-29 13:54:09.589999872
1716990849.61,0.525,0.636,23.875,-1.444,22.650,22.750,22.950,23.300,0.000,-0.286,2024-05-29 13:54:09.609999872
1716990849.63,0.225,0.636,24.000,-1.444,22.800,22.900,23.100,22.950,-1.280,-0.194,2024-05-29 13:54:09.630000128
1716990849.65,0.075,0.636,24.125,-1.444,22.900,23.000,23.100,22.950,-1.280,-0.035,2024-05-29 13:54:09.650000128
1716990849.67,0.300,0.636,24.188,-1.444,23.000,23.050,23.100,22.950,-1.280,-0.075,2024-05-29 13:54:09.670000128
1716990849.69,0.450,0.636,24.313,-1.444,23.100,23.150,23.100,22.950,0.000,-0.163,2024-05-29 13:54:09.690000128
1716990849.71,0.300,0.636,24.438,-1.444,23.200,23.300,23.100,22.950,-1.280,-0.107,2024-05-29 13:54:09.710000128
1716990849.73,0.150,0.636,24.563,-1.444,23.300,23.400,23.100,22.950,-1.280,0.014,2024-05-29 13:54:09.730000128
1716990849.75,0.300,0.636,24.688,-1.444,23.400,23.600,23.100,22.950,-1.280,0.039,2024-05-29 13:54:09.750000128
1716990849.77,0.525,0.636,24.750,-1.444,23.500,23.650,23.100,22.950,0.000,-0.072,2024-05-29 13:54:09.769999872
1716990849.79,0.450,0.818,24.875,-1.444,23.550,23.700,23.950,23.800,0.000,-0.091,2024-05-29 13:54:09.789999872
1716990849.81,0.375,1.091,25.000,-1.444,23.700,23.850,23.900,24.350,-1.280,-0.003,2024-05-29 13:54:09.809999872
1716990849.83,0.450,0.818,25.188,-0.963,23.850,24.000,24.000,24.150,0.000,-0.014,2024-05-29 13:54:09.829999872
1716990849.85,0.750,0.818,25.250,-0.963,24.000,24.100,24.250,24.300,0.000,-0.182,2024-05-29 13:54:09.849999872
1716990849.87,0.600,0.818,25.375,-0.481,24.050,24.250,24.250,24.300,0.000,-0.261,2024-05-29 13:54:09.869999872
1716990849.89,0.600,0.818,25.375,0.481,24.200,24.300,24.250,24.300,-1.280,-0.148,2024-05-29 13:54:09.890000128
1716990849.91,0.600,0.636,25.375,1.969,24.350,24.400,24.550,24.700,-1.280,-0.039,2024-05-29 13:54:09.910000128
1716990849.93,0.600,1.091,25.375,3.413,24.400,24.500,24.550,24.700,-1.280,-0.075,2024-05-29 13:54:09.930000128
1716990849.95,0.450,0.818,25.813,4.944,24.500,24.650,24.750,24.850,-1.280,-0.130,2024-05-29 13:54:09.950000128
1716990849.97,0.225,0.818,25.938,6.431,24.600,24.750,24.950,24.750,-1.280,-0.051,2024-05-29 13:54:09.970000128
1716990849.99,0.150,0.818,26.000,7.394,24.700,24.850,25.050,25.050,-1.280,0.034,2024-05-29 13:54:09.990000128
1716990850.01,0.150,0.818,26.000,9.406,24.900,25.000,25.150,25.200,0.000,0.045,2024-05-29 13:54:10.009999872
1716990850.03,0.150,0.818,26.000,10.894,24.950,25.000,25.350,25.200,0.000,-0.073,2024-05-29 13:54:10.029999872
1716990850.05,0.225,0.818,26.375,12.906,25.050,25.100,25.350,25.200,0.000,0.023,2024-05-29 13:54:10.049999872
1716990850.07,0.150,0.818,26.438,13.913,25.200,25.200,25.450,25.350,1.280,0.090,2024-05-29 13:54:10.069999872
1716990850.09,0.150,0.818,26.438,15.969,25.300,25.250,25.500,25.450,1.280,-0.098,2024-05-29 13:54:10.089999872
1716990850.11,0.300,0.636,26.625,17.413,25.350,25.350,25.550,25.450,1.280,-0.180,2024-05-29 13:54:10.109999872
1716990850.13,0.000,0.636,26.750,19.381,25.450,25.400,25.450,25.550,1.280,-0.100,2024-05-29 13:54:10.130000128
1716990850.15,-0.075,0.636,26.813,20.913,25.600,25.450,25.450,25.550,1.280,0.036,2024-05-29 13:54:10.150000128
1716990850.17,0.075,1.091,26.875,22.881,25.650,25.450,25.750,25.450,2.560,-0.088,2024-05-29 13:54:10.170000128
1716990850.19,0.075,1.091,26.875,24.413,25.750,25.600,25.900,25.700,2.560,-0.160,2024-05-29 13:54:10.190000128
1716990850.21,-0.150,0.818,27.000,25.900,25.750,25.600,25.950,25.700,2.560,-0.125,2024-05-29 13:54:10.210000128
1716990850.23,-0.150,0.818,27.000,26.863,25.850,25.750,26.050,25.800,2.560,-0.080,2024-05-29 13:54:10.230000128
1716990850.25,-0.150,0.636,27.125,27.913,25.900,25.750,26.050,25.900,2.560,-0.084,2024-05-29 13:54:10.249999872
1716990850.27,-0.150,0.636,27.125,28.875,25.950,25.750,26.050,25.900,2.560,-0.099,2024-05-29 13:54:10.269999872
1716990850.29,-0.225,1.091,27.250,28.875,26.050,25.850,26.300,26.350,2.560,-0.020,2024-05-29 13:54:10.289999872
1716990850.31,-0.225,0.818,27.375,28.875,26.150,25.950,26.300,26.150,3.840,-0.064,2024-05-29 13:54:10.309999872
1716990850.33,-0.225,0.818,27.375,28.875,26.150,25.950,26.300,26.150,3.840,-0.079,2024-05-29 13:54:10.329999872
1716990850.35,-0.225,0.636,27.438,28.875,26.250,26.050,26.350,26.200,3.840,-0.124,2024-05-29 13:54:10.349999872
1716990850.37,-0.375,0.636,27.563,28.875,26.350,26.100,26.450,26.250,2.560,0.016,2024-05-29 13:54:10.369999872
1716990850.39,-0.300,0.636,27.563,27.913,26.400,26.150,26.450,26.250,2.560,0.066,2024-05-29 13:54:10.390000128
1716990850.41,-0.150,0.636,27.688,27.913,26.450,26.200,26.450,26.250,3.840,0.064,2024-05-29 13:54:10.410000128
1716990850.43,-0.150,1.091,27.688,27.913,26.500,26.250,26.750,26.450,3.840,0.064,2024-05-29 13:54:10.430000128
1716990850.45,-0.300,1.091,27.813,27.913,26.550,26.350,26.750,26.450,3.840,0.137,2024-05-29 13:54:10.450000128
1716990850.47,-0.225,0.636,27.875,27.344,26.650,26.400,26.800,26.600,3.840,0.180,2024-05-29 13:54:10.470000128
1716990850.49,-0.150,0.818,27.938,27.344,26.700,26.450,26.950,26.550,3.840,0.101,2024-05-29 13:54:10.490000128
1716990850.51,-0.225,0.818,27.938,27.344,26.700,26.450,26.800,26.850,3.840,0.153,2024-05-29 13:54:10.509999872
1716990850.53,-0.225,1.091,27.938,26.863,26.800,26.600,26.900,26.750,3.840,0.136,2024-05-29 13:54:10.529999872
1716990850.55,-0.150,1.091,28.063,26.381,26.850,26.650,26.900,26.750,3.840,0.036,2024-05-29 13:54:10.549999872
1716990850.57,-0.150,0.636,28.063,25.900,26.850,26.650,26.900,26.750,3.840,-0.014,2024-05-29 13:54:10.569999872
1716990850.59,-0.150,0.636,28.063,24.413,26.950,26.750,27.050,26.800,3.840,0.045,2024-05-29 13:54:10.589999872
1716990850.61,-0.300,0.636,28.250,23.363,27.050,26.750,27.050,26.800,3.840,0.107,2024-05-29 13:54:10.609999872
1716990850.63,-0.150,0.636,28.313,22.400,27.050,26.750,27.050,26.800,2.560,0.060,2024-05-29 13:54:10.630000128
1716990850.65,-0.075,1.091,28.375,20.913,27.100,26.950,27.200,27.200,2.560,0.032,2024-05-29 13:54:10.650000128
1716990850.67,-0.075,1.091,28.375,19.381,27.150,27.000,27.200,27.200,2.560,0.065,2024-05-29 13:54:10.670000128
1716990850.69,0.000,1.091,28.563,18.419,27.250,27.100,27.200,27.200,2.560,0.017,2024-05-29 13:54:10.690000128
1716990850.71,0.150,1.091,28.625,16.450,27.300,27.150,27.200,27.200,2.560,-0.037,2024-05-29 13:54:10.710000128
1716990850.73,0.075,1.091,28.625,15.356,27.300,27.150,27.200,27.200,2.560,0.013,2024-05-29 13:54:10.730000128
1716990850.75,-0.075,1.091,28.750,13.913,27.400,27.350,27.200,27.200,2.560,0.112,2024-05-29 13:54:10.750000128
1716990850.77,0.150,1.091,28.813,12.906,27.450,27.350,27.200,27.200,1.280,0.023,2024-05-29 13:54:10.769999872
1716990850.79,0.150,0.636,28.875,11.944,27.450,27.450,27.600,27.650,1.280,-0.062,2024-05-29 13:54:10.789999872
1716990850.81,0.000,0.636,28.938,9.931,27.650,27.550,27.600,27.650,1.280,0.023,2024-05-29 13:54:10.809999872
1716990850.83,0.000,0.636,29.063,8.925,27.700,27.600,27.600,27.650,1.280,0.040,2024-05-29 13:54:10.829999872
1716990850.85,0.000,0.636,29.063,8.444,27.700,27.600,27.600,27.650,1.280,-0.009,2024-05-29 13:54:10.849999872
1716990850.87,0.225,0.818,29.125,6.913,27.750,27.750,27.950,27.950,1.280,0.054,2024-05-29 13:54:10.869999872
1716990850.89,0.225,0.818,29.125,6.431,27.800,27.850,28.100,28.000,0.000,0.090,2024-05-29 13:54:10.890000128
1716990850.91,0.225,0.818,29.125,5.950,27.900,27.950,28.100,28.000,0.000,0.056,2024-05-29 13:54:10.910000128
1716990850.93,0.375,0.636,29.438,5.425,27.950,28.000,28.200,28.150,0.000,0.009,2024-05-29 13:54:10.930000128
1716990850.95,0.300,1.091,29.500,5.425,28.000,28.100,28.250,28.400,0.000,0.086,2024-05-29 13:54:10.950000128
1716990850.97,0.300,1.091,29.500,5.425,28.150,28.200,28.250,28.400,0.000,0.194,2024-05-29 13:54:10.970000128
1716990850.99,0.450,0.818,29.625,5.425,28.150,28.250,28.400,28.600,0.000,0.094,2024-05-29 13:54:10.990000128
1716990851.01,0.375,0.636,29.688,5.425,28.250,28.350,28.550,28.450,0.000,0.117,2024-05-29 13:54:11.009999872
1716990851.03,0.225,0.636,29.750,5.950,28.350,28.400,28.550,28.450,0.000,0.198,2024-05-29 13:54:11.029999872
1716990851.05,0.225,0.818,29.875,5.950,28.400,28.450,28.550,28.450,0.000,0.160,2024-05-29 13:54:11.049999872
1716990851.07,0.375,0.818,29.938,5.950,28.450,28.500,28.550,28.450,0.000,0.113,2024-05-29 13:54:11.069999872
1716990851.09,0.225,0.818,30.000,5.950,28.500,28.600,28.850,28.700,0.000,0.209,2024-05-29 13:54:11.089999872
1716990851.11,0.225,0.818,30.000,5.950,28.550,28.650,28.750,28.800,0.000,0.249,2024-05-29 13:54:11.109999872
1716990851.13,0.375,0.636,30.125,5.950,28.550,28.650,28.950,28.900,0.000,0.161,2024-05-29 13:54:11.130000128
1716990851.15,0.375,0.636,30.188,5.950,28.700,28.750,28.950,28.900,0.000,0.179,2024-05-29 13:54:11.150000128
1716990851.17,0.300,1.091,30.313,5.950,28.800,28.850,29.000,29.250,0.000,0.239,2024-05-29 13:54:11.170000128
1716990851.19,0.375,1.091,30.375,5.950,28.900,28.950,29.000,29.250,0.000,0.198,2024-05-29 13:54:11.190000128
1716990851.21,0.450,1.091,30.438,6.431,28.900,29.050,29.000,29.250,0.000,0.050,2024-05-29 13:54:11.210000128
1716990851.23,0.225,0.364,30.563,6.431,29.050,29.100,29.200,29.200,0.000,0.112,2024-05-29 13:54:11.230000128
1716990851.25,0.150,0.364,30.625,5.950,29.200,29.150,29.200,29.200,0.000,0.122,2024-05-29 13:54:11.249999872
1716990851.27,0.150,1.091,30.625,5.950,29.200,29.200,29.400,29.350,0.000,0.097,2024-05-29 13:54:11.269999872
1716990851.29,0.225,1.091,30.750,5.950,29.250,29.300,29.550,29.450,0.000,0.059,2024-05-29 13:54:11.289999872
1716990851.31,0.150,0.818,30.875,5.950,29.350,29.450,29.700,29.600,0.000,0.083,2024-05-29 13:54:11.309999872
1716990851.33,0.225,0.636,31.000,5.950,29.450,29.500,29.700,29.700,0.000,0.029,2024-05-29 13:54:11.329999872
1716990851.35,0.375,0.636,31.000,5.950,29.500,29.550,29.700,29.850,0.000,0.062,2024-05-29 13:54:11.349999872
1716990851.37,0.225,1.091,31.125,5.950,29.600,29.600,30.000,29.950,0.000,0.062,2024-05-29 13:54:11.369999872
1716990851.39,0.225,0.818,31.125,5.950,29.700,29.800,29.900,30.050,0.000,0.035,2024-05-29 13:54:11.390000128
1716990851.41,0.225,0.818,31.125,5.950,29.700,29.800,29.900,30.050,0.000,0.007,2024-05-29 13:54:11.410000128
1716990851.43,0.225,0.818,31.438,5.950,29.850,29.950,29.900,30.050,0.000,0.025,2024-05-29 13:54:11.430000128
1716990851.45,0.225,0.364,31.438,5.950,29.950,29.900,30.250,30.350,0.000,0.044,2024-05-29 13:54:11.450000128
1716990851.47,0.225,0.364,31.500,5.950,30.000,30.000,30.250,30.350,0.000,0.085,2024-05-29 13:54:11.470000128
1716990851.49,0.225,0.818,31.500,5.950,30.100,30.150,30.350,30.300,0.000,0.051,2024-05-29 13:54:11.490000128
1716990851.51,0.150,0.818,31.750,5.950,30.150,30.250,30.550,30.450,0.000,0.176,2024-05-29 13:54:11.509999872
1716990851.53,0.300,0.636,31.875,5.950,30.300,30.350,30.500,30.500,0.000,0.097,2024-05-29 13:54:11.529999872
1716990851.55,0.300,0.636,31.875,5.425,30.350,30.400,30.500,30.500,0.000,0.090,2024-05-29 13:54:11.549999872
1716990851.57,0.300,1.091,31.875,5.425,30.450,30.500,30.800,30.800,0.000,0.140,2024-05-29 13:54:11.569999872
1716990851.59,0.300,1.091,31.875,5.425,30.600,30.650,30.800,30.950,0.000,0.103,2024-05-29 13:54:11.589999872
1716990851.61,0.450,0.636,32.250,5.425,30.650,30.700,30.900,31.000,0.000,-0.038,2024-05-29 13:54:11.609999872
1716990851.63,0.225,0.364,32.313,5.425,30.750,30.850,31.050,31.050,0.000,0.028,2024-05-29 13:54:11.630000128
1716990851.65,0.225,0.636,32.313,5.425,30.950,30.900,31.100,31.300,0.000,0.129,2024-05-29 13:54:11.650000128
1716990851.67,0.300,0.636,32.563,5.425,30.950,30.950,31.100,31.300,0.000,0.041,2024-05-29 13:54:11.670000128
1716990851.69,0.300,1.091,32.563,5.425,31.050,31.100,31.500,31.250,0.000,0.139,2024-05-29 13:54:11.690000128
1716990851.71,0.300,1.091,32.563,5.425,31.100,31.200,31.500,31.250,0.000,0.185,2024-05-29 13:54:11.710000128
1716990851.73,0.375,1.091,32.875,5.425,31.300,31.400,31.500,31.250,0.000,0.114,2024-05-29 13:54:11.730000128
1716990851.75,0.300,1.091,32.938,4.944,31.300,31.350,31.500,31.250,0.000,0.171,2024-05-29 13:54:11.750000128
1716990851.77,0.300,1.091,32.938,4.944,31.450,31.550,31.800,31.800,0.000,0.188,2024-05-29 13:54:11.769999872
1716990851.79,0.300,0.636,32.938,4.944,31.550,31.600,31.800,32.100,0.000,0.074,2024-05-29 13:54:11.789999872
1716990851.81,0.375,0.636,33.250,4.944,31.600,31.700,31.800,32.100,0.000,0.076,2024-05-29 13:54:11.809999872
1716990851.83,0.150,0.636,33.375,4.944,31.750,31.750,31.800,32.100,0.000,0.118,2024-05-29 13:54:11.829999872
1716990851.85,0.225,0.636,33.438,4.944,31.850,31.800,31.800,32.100,0.000,0.073,2024-05-29 13:54:11.849999872
1716990851.87,0.300,0.818,33.500,4.944,31.900,31.900,32.100,32.100,0.000,0.089,2024-05-29 13:54:11.869999872
1716990851.89,0.300,0.818,33.500,4.944,31.950,32.050,32.350,32.250,0.000,0.103,2024-05-29 13:54:11.890000128
1716990851.91,0.225,0.818,33.750,4.944,32.050,32.150,32.350,32.250,0.000,0.093,2024-05-29 13:54:11.910000128
1716990851.93,0.300,0.818,33.750,4.944,32.150,32.200,32.350,32.250,0.000,0.123,2024-05-29 13:54:11.930000128
1716990851.95,0.150,1.091,33.875,4.944,32.200,32.300,32.500,32.600,0.000,0.209,2024-05-29 13:54:11.950000128
1716990851.97,0.300,0.818,34.000,4.944,32.350,32.400,32.700,32.700,0.000,0.179,2024-05-29 13:54:11.970000128
1716990851.99,0.300,0.818,34.000,4.944,32.400,32.500,32.700,32.700,0.000,0.178,2024-05-29 13:54:11.990000128
1716990852.01,0.225,0.364,34.188,4.944,32.500,32.600,32.500,32.800,0.000,0.209,2024-05-29 13:54:12.009999872
1716990852.03,0.225,0.364,34.250,4.944,32.650,32.550,32.500,32.800,0.000,0.244,2024-05-29 13:54:12.029999872
1716990852.05,0.300,0.364,34.375,4.944,32.650,32.650,32.500,32.800,0.000,0.201,2024-05-29 13:54:12.049999872
1716990852.07,0.225,0.818,34.438,4.944,32.750,32.800,33.100,32.950,0.000,0.280,2024-05-29 13:54:12.069999872
1716990852.09,0.225,0.818,34.563,4.944,32.800,32.900,33.150,33.100,0.000,0.277,2024-05-29 13:54:12.089999872
1716990852.11,0.300,0.818,34.563,4.944,32.900,32.950,33.150,33.100,0.000,0.270,2024-05-29 13:54:12.109999872
1716990852.13,0.225,0.818,34.625,4.944,32.950,32.950,33.150,33.100,0.000,0.315,2024-05-29 13:54:12.130000128
1716990852.15,0.225,1.091,34.625,4.944,33.050,33.100,33.250,33.400,0.000,0.252,2024-05-29 13:54:12.150000128
1716990852.17,0.225,1.091,34.625,4.944,33.050,33.150,33.250,33.400,0.000,0.192,2024-05-29 13:54:12.170000128
1716990852.19,0.225,0.364,34.875,4.944,33.150,33.250,33.150,33.400,0.000,0.219,2024-05-29 13:54:12.190000128
1716990852.21,0.150,0.636,34.938,4.944,33.300,33.200,33.400,33.300,0.000,0.207,2024-05-29 13:54:12.210000128
1716990852.23,0.150,0.818,34.938,4.944,33.250,33.300,33.450,33.600,0.000,0.202,2024-05-29 13:54:12.230000128
1716990852.25,0.150,0.818,34.938,4.944,33.350,33.350,33.550,33.300,0.000,0.304,2024-05-29 13:54:12.249999872
1716990852.27,0.150,0.818,34.938,4.944,33.350,33.450,33.600,33.600,0.000,0.290,2024-05-29 13:54:12.269999872
1716990852.29,0.225,0.818,35.063,4.944,33.400,33.500,33.600,33.600,0.000,0.284,2024-05-29 13:54:12.289999872
1716990852.31,0.225,0.818,35.063,3.981,33.400,33.450,33.700,33.700,0.000,0.270,2024-05-29 13:54:12.309999872
1716990852.33,0.225,0.818,35.063,3.413,33.500,33.600,33.750,33.900,0.000,0.225,2024-05-29 13:54:12.329999872
1716990852.35,0.375,0.636,35.250,3.413,33.500,33.650,33.900,33.750,0.000,0.174,2024-05-29 13:54:12.349999872
1716990852.37,0.375,0.636,35.250,3.981,33.600,33.700,33.900,33.750,0.000,0.166,2024-05-29 13:54:12.369999872
1716990852.39,0.300,0.636,35.375,3.413,33.700,33.650,33.900,33.750,0.000,0.191,2024-05-29 13:54:12.390000128
1716990852.41,0.300,0.636,35.438,3.413,33.650,33.700,33.900,33.750,0.000,0.159,2024-05-29 13:54:12.410000128
1716990852.43,0.300,1.091,35.438,3.413,33.700,33.800,33.850,33.900,0.000,0.163,2024-05-29 13:54:12.430000128
1716990852.45,0.300,1.091,35.500,3.413,33.700,33.850,33.850,33.900,0.000,0.181,2024-05-29 13:54:12.450000128
1716990852.47,0.300,0.636,35.500,3.413,33.800,33.850,33.950,33.850,0.000,0.186,2024-05-29 13:54:12.470000128
1716990852.49,0.300,0.818,35.500,3.981,33.750,33.800,33.900,34.200,0.000,0.208,2024-05-29 13:54:12.490000128
1716990852.51,0.375,0.818,35.625,3.413,33.850,33.950,34.100,34.200,0.000,0.205,2024-05-29 13:54:12.509999872
1716990852.53,0.375,0.818,35.563,3.413,33.800,33.950,34.100,34.200,0.000,0.193,2024-05-29 13:54:12.529999872
1716990852.55,0.375,0.818,35.563,3.981,33.850,33.950,34.100,34.200,0.000,0.176,2024-05-29 13:54:12.549999872
1716990852.57,0.375,0.818,35.563,3.413,33.950,33.900,34.100,34.200,0.000,0.199,2024-05-29 13:54:12.569999872
1716990852.59,0.300,1.091,35.625,3.413,33.900,33.900,33.950,34.050,0.000,0.162,2024-05-29 13:54:12.589999872
1716990852.61,0.300,1.091,35.625,3.413,33.900,34.000,33.950,34.050,0.000,0.218,2024-05-29 13:54:12.609999872
1716990852.63,0.300,1.091,35.625,3.413,33.850,34.050,33.950,34.050,0.000,0.210,2024-05-29 13:54:12.630000128
1716990852.65,0.300,1.091,35.688,3.413,33.950,34.000,33.950,34.050,0.000,0.249,2024-05-29 13:54:12.650000128
1716990852.67,0.300,1.091,35.688,3.413,33.950,34.000,33.950,34.050,0.000,0.229,2024-05-29 13:54:12.670000128
1716990852.69,0.300,1.091,35.688,3.413,34.000,34.100,33.950,34.050,0.000,0.227,2024-05-29 13:54:12.690000128
1716990852.71,0.300,0.636,35.688,3.413,34.000,34.100,34.100,34.050,0.000,0.215,2024-05-29 13:54:12.710000128
1716990852.73,0.225,0.636,35.813,3.981,34.050,34.100,34.100,34.050,0.000,0.179,2024-05-29 13:54:12.730000128
1716990852.75,0.300,0.636,35.688,3.413,34.050,34.100,34.100,34.050,0.000,0.202,2024-05-29 13:54:12.750000128
1716990852.77,0.300,0.818,35.750,3.413,34.050,34.100,34.350,34.150,0.000,0.207,2024-05-29 13:54:12.769999872
1716990852.79,0.300,0.818,35.750,3.981,34.050,34.100,34.100,34.100,0.000,0.187,2024-05-29 13:54:12.789999872
1716990852.81,0.300,0.636,35.875,3.981,34.050,34.100,34.400,34.300,0.000,0.191,2024-05-29 13:54:12.809999872
1716990852.83,0.375,0.636,35.813,3.981,34.050,34.150,34.200,34.450,0.000,0.180,2024-05-29 13:54:12.829999872
1716990852.85,0.375,0.636,35.813,4.944,34.050,34.150,34.200,34.450,0.000,0.155,2024-05-29 13:54:12.849999872
1716990852.87,0.375,0.636,35.875,4.944,34.100,34.250,34.200,34.450,0.000,0.087,2024-05-29 13:54:12.869999872
1716990852.89,0.300,0.636,35.875,4.944,34.100,34.250,34.200,34.450,0.000,0.044,2024-05-29 13:54:12.890000128
1716990852.91,0.300,0.636,35.875,4.944,34.100,34.250,34.200,34.450,0.000,0.071,2024-05-29 13:54:12.910000128
1716990852.93,0.300,0.818,35.875,4.944,34.100,34.250,34.400,34.300,0.000,0.065,2024-05-29 13:54:12.930000128
1716990852.95,0.300,0.818,35.875,4.944,34.100,34.250,34.400,34.350,0.000,0.071,2024-05-29 13:54:12.950000128
1716990852.97,0.300,0.818,35.875,4.944,34.100,34.250,34.300,34.350,0.000,0.037,2024-05-29 13:54:12.970000128
1716990852.99,0.375,0.818,36.000,4.944,34.250,34.300,34.300,34.350,0.000,0.007,2024-05-29 13:54:12.990000128
