INS_time_sec,LatAcc_obd,brake_pressure_obd,speedo_obd,SW_pos_obd,VelFR_obd,VelFL_obd,VelRR_obd,VelRL_obd,yaw_rate,Correvit_slip_angle_COG_corrvittiltcorrected,INSTimestamp_ADMA
1716990844.61,2.175,1.727,11.938,-442.884,10.100,12.700,9.300,12.200,-34.560,-8.177,2024-05-29 13:54:04.609999872
1716990844.63,2.175,1.727,11.875,-445.903,10.100,12.700,9.300,12.200,-34.560,-8.527,2024-05-29 13:54:04.630000128
1716990844.65,2.175,1.727,11.875,-448.047,10.100,12.700,9.300,12.200,-35.840,-8.535,2024-05-29 13:54:04.650000128
1716990844.67,2.250,1.727,11.875,-450.497,10.100,12.700,9.300,12.200,-35.840,-8.605,2024-05-29 13:54:04.670000128
1716990844.69,2.250,1.545,11.938,-452.509,10.100,12.700,9.100,12.100,-35.840,-8.541,2024-05-29 13:54:04.690000128
1716990844.71,2.250,1.545,11.938,-453.997,9.950,12.700,9.100,12.100,-35.840,-8.657,2024-05-29 13:54:04.710000128
1716990844.73,2.250,1.545,11.813,-454.478,9.950,12.650,9.100,12.100,-35.840,-8.749,2024-05-29 13:54:04.730000128
1716990844.75,2.250,1.545,11.813,-456.009,9.950,12.650,9.100,12.100,-35.840,-8.945,2024-05-29 13:54:04.750000128
1716990844.77,2.175,1.545,11.813,-456.009,9.950,12.650,9.100,12.100,-37.120,-8.877,2024-05-29 13:54:04.769999872
1716990844.79,2.175,1.545,11.875,-456.009,9.950,12.650,9.100,12.100,-37.120,-8.878,2024-05-29 13:54:04.789999872
1716990844.81,2.175,1.727,11.813,-454.959,9.900,12.600,9.100,12.100,-37.120,-8.936,2024-05-29 13:54:04.809999872
1716990844.83,2.175,1.727,11.813,-454.959,9.900,12.600,9.000,12.150,-37.120,-8.983,2024-05-29 13:54:04.829999872
1716990844.85,2.175,1.727,11.750,-454.478,9.900,12.600,9.000,12.150,-35.840,-9.035,2024-05-29 13:54:04.849999872
1716990844.87,2.175,1.545,11.750,-454.478,9.850,12.600,9.100,11.950,-35.840,-9.092,2024-05-29 13:54:04.869999872
1716990844.89,2.250,1.273,11.750,-454.478,9.850,12.550,8.900,12.050,-35.840,-9.136,2024-05-29 13:54:04.890000128
1716990844.91,2.250,1.273,11.750,-453.997,9.850,12.550,9.000,11.900,-35.840,-9.458,2024-05-29 13:54:04.910000128
1716990844.93,2.250,1.273,11.750,-453.997,9.850,12.550,9.000,11.900,-35.840,-9.383,2024-05-29 13:54:04.930000128
1716990844.95,2.100,1.091,11.688,-453.997,9.850,12.500,9.000,12.150,-35.840,-9.400,2024-05-29 13:54:04.950000128
1716990844.97,2.025,1.091,11.688,-454.478,9.850,12.500,8.950,12.000,-35.840,-9.397,2024-05-29 13:54:04.970000128
1716990844.99,2.025,1.091,11.688,-453.997,9.800,12.500,8.950,12.000,-35.840,-9.266,2024-05-29 13:54:04.990000128
1716990845.01,2.025,1.091,11.688,-453.997,9.800,12.500,8.950,12.000,-35.840,-9.242,2024-05-29 13:54:05.009999872
1716990845.03,2.025,1.091,11.625,-453.997,9.800,12.500,8.950,12.000,-35.840,-9.198,2024-05-29 13:54:05.029999872
1716990845.05,2.025,1.091,11.688,-453.997,9.800,12.500,8.950,12.000,-35.840,-9.160,2024-05-29 13:54:05.049999872
1716990845.07,2.100,1.091,11.688,-453.997,9.800,12.450,8.950,12.000,-35.840,-9.192,2024-05-29 13:54:05.069999872
1716990845.09,2.100,1.727,11.688,-453.997,9.800,12.450,8.950,12.000,-35.840,-9.178,2024-05-29 13:54:05.089999872
1716990845.11,2.025,1.727,11.625,-453.997,9.750,12.450,8.950,11.850,-35.840,-9.286,2024-05-29 13:54:05.109999872
1716990845.13,2.025,1.727,11.625,-453.997,9.750,12.450,8.950,11.850,-35.840,-9.210,2024-05-29 13:54:05.130000128
1716990845.15,1.950,1.727,11.625,-453.997,9.750,12.450,8.950,11.850,-35.840,-9.124,2024-05-29 13:54:05.150000128
1716990845.17,1.950,1.273,11.625,-453.997,9.750,12.450,8.950,11.900,-35.840,-9.129,2024-05-29 13:54:05.170000128
1716990845.19,2.025,1.273,11.625,-453.997,9.750,12.400,8.900,11.850,-35.840,-9.146,2024-05-29 13:54:05.190000128
1716990845.21,2.100,1.273,11.563,-453.997,9.750,12.450,8.900,11.850,-35.840,-9.027,2024-05-29 13:54:05.210000128
1716990845.23,2.100,1.273,11.625,-453.997,9.750,12.400,8.850,12.000,-35.840,-9.040,2024-05-29 13:54:05.230000128
1716990845.25,2.100,1.545,11.688,-453.997,9.800,12.400,8.900,12.000,-35.840,-9.013,2024-05-29 13:54:05.249999872
1716990845.27,2.175,1.727,11.625,-453.997,9.750,12.450,8.900,11.900,-35.840,-8.997,2024-05-29 13:54:05.269999872
1716990845.29,2.100,1.727,11.688,-453.997,9.750,12.450,8.900,11.900,-35.840,-9.009,2024-05-29 13:54:05.289999872
1716990845.31,2.100,1.727,11.688,-453.997,9.750,12.450,8.900,11.900,-35.840,-9.065,2024-05-29 13:54:05.309999872
1716990845.33,2.100,1.727,11.625,-453.997,9.750,12.400,8.900,11.900,-35.840,-9.078,2024-05-29 13:54:05.329999872
1716990845.35,2.100,1.727,11.625,-453.997,9.750,12.450,8.900,11.900,-35.840,-9.022,2024-05-29 13:54:05.349999872
1716990845.37,2.175,1.273,11.625,-453.997,9.750,12.450,8.850,11.850,-35.840,-8.915,2024-05-29 13:54:05.369999872
1716990845.39,2.175,1.273,11.625,-453.472,9.750,12.450,8.850,11.850,-35.840,-8.911,2024-05-29 13:54:05.390000128
1716990845.41,2.250,1.091,11.625,-452.990,9.800,12.450,8.900,11.900,-35.840,-8.905,2024-05-29 13:54:05.410000128
1716990845.43,2.250,1.091,11.688,-452.509,9.800,12.450,8.900,11.900,-35.840,-8.908,2024-05-29 13:54:05.430000128
1716990845.45,2.250,1.091,11.688,-450.978,9.800,12.500,8.900,11.900,-35.840,-9.026,2024-05-29 13:54:05.450000128
1716990845.47,2.175,1.091,11.625,-450.497,9.800,12.450,8.900,11.900,-35.840,-9.019,2024-05-29 13:54:05.470000128
1716990845.49,2.100,1.545,11.688,-450.015,9.850,12.450,8.850,12.000,-35.840,-8.876,2024-05-29 13:54:05.490000128
1716990845.51,2.100,1.545,11.688,-448.528,9.850,12.450,8.850,12.000,-35.840,-8.923,2024-05-29 13:54:05.509999872
1716990845.53,2.100,1.545,11.750,-446.865,9.800,12.550,8.850,12.000,-35.840,-8.885,2024-05-29 13:54:05.529999872
1716990845.55,2.100,1.545,11.750,-445.903,9.800,12.550,9.050,12.100,-35.840,-8.716,2024-05-29 13:54:05.549999872
1716990845.57,2.175,1.727,11.750,-444.897,9.800,12.550,9.050,11.900,-35.840,-8.824,2024-05-29 13:54:05.569999872
1716990845.59,2.250,1.727,11.813,-444.897,9.950,12.550,9.150,12.150,-35.840,-8.873,2024-05-29 13:54:05.589999872
1716990845.61,2.325,1.545,11.813,-443.365,9.950,12.550,8.950,12.050,-35.840,-9.017,2024-05-29 13:54:05.609999872
1716990845.63,2.175,1.545,11.813,-442.403,9.950,12.600,8.950,12.050,-35.840,-9.019,2024-05-29 13:54:05.630000128
1716990845.65,2.100,1.273,11.875,-440.915,9.950,12.600,9.200,12.050,-35.840,-8.823,2024-05-29 13:54:05.650000128
1716990845.67,2.100,1.273,11.813,-440.434,9.950,12.650,9.200,12.150,-35.840,-8.940,2024-05-29 13:54:05.670000128
1716990845.69,2.100,1.273,11.875,-439.384,10.000,12.650,9.200,12.150,-35.840,-8.828,2024-05-29 13:54:05.690000128
1716990845.71,2.100,1.273,11.875,-438.903,10.000,12.650,9.200,12.150,-35.840,-8.881,2024-05-29 13:54:05.710000128
1716990845.73,2.175,1.273,11.938,-437.940,10.000,12.650,9.250,12.450,-35.840,-8.742,2024-05-29 13:54:05.730000128
1716990845.75,2.175,1.273,11.875,-437.415,10.000,12.650,9.250,12.450,-35.840,-8.798,2024-05-29 13:54:05.750000128
1716990845.77,2.175,1.273,11.938,-436.934,10.050,12.700,9.250,12.450,-35.840,-8.964,2024-05-29 13:54:05.769999872
1716990845.79,2.175,1.727,11.938,-436.453,10.050,12.750,9.200,12.300,-35.840,-8.847,2024-05-29 13:54:05.789999872
1716990845.81,2.175,1.727,12.000,-435.971,10.100,12.700,9.350,12.150,-35.840,-8.844,2024-05-29 13:54:05.809999872
1716990845.83,2.175,1.727,11.938,-435.971,10.050,12.750,9.350,12.150,-35.840,-8.851,2024-05-29 13:54:05.829999872
1716990845.85,2.175,1.727,12.000,-435.403,10.100,12.800,9.350,12.150,-35.840,-8.943,2024-05-29 13:54:05.849999872
1716990845.87,2.250,1.091,12.063,-435.403,10.150,12.800,9.350,12.100,-35.840,-8.925,2024-05-29 13:54:05.869999872
1716990845.89,2.250,1.091,12.063,-434.440,10.100,12.800,9.350,12.400,-35.840,-9.037,2024-05-29 13:54:05.890000128
1716990845.91,2.325,0.818,12.063,-434.440,10.150,12.850,9.400,12.300,-35.840,-9.070,2024-05-29 13:54:05.910000128
1716990845.93,2.325,1.091,12.125,-434.440,10.150,12.850,9.550,12.400,-35.840,-9.087,2024-05-29 13:54:05.930000128
1716990845.95,2.250,1.091,12.063,-432.953,10.150,12.850,9.550,12.400,-35.840,-9.005,2024-05-29 13:54:05.950000128
1716990845.97,2.175,1.091,12.125,-432.953,10.200,12.900,9.550,12.400,-35.840,-8.989,2024-05-29 13:54:05.970000128
1716990845.99,2.175,1.727,12.125,-432.471,10.200,12.900,9.550,12.350,-35.840,-8.944,2024-05-29 13:54:05.990000128
1716990846.01,2.250,1.727,12.125,-432.471,10.250,12.900,9.350,12.450,-35.840,-8.822,2024-05-29 13:54:06.009999872
1716990846.03,2.250,1.545,12.188,-431.378,10.250,12.950,9.550,12.600,-35.840,-8.721,2024-05-29 13:54:06.029999872
1716990846.05,2.325,1.545,12.188,-430.896,10.300,12.950,9.550,12.600,-35.840,-8.711,2024-05-29 13:54:06.049999872
1716990846.07,2.400,1.727,12.188,-430.415,10.300,12.950,9.550,12.500,-35.840,-8.766,2024-05-29 13:54:06.069999872
1716990846.09,2.400,1.727,12.250,-430.415,10.300,13.000,9.650,12.500,-35.840,-8.760,2024-05-29 13:54:06.089999872
1716990846.11,2.325,1.273,12.250,-429.934,10.350,13.000,9.500,12.450,-35.840,-8.781,2024-05-29 13:54:06.109999872
1716990846.13,2.325,1.273,12.250,-429.934,10.350,13.050,9.500,12.450,-35.840,-8.842,2024-05-29 13:54:06.130000128
1716990846.15,2.325,1.273,12.250,-429.934,10.350,13.050,9.500,12.450,-35.840,-8.797,2024-05-29 13:54:06.150000128
1716990846.17,2.325,1.273,12.313,-426.434,10.350,13.050,9.500,12.450,-35.840,-8.707,2024-05-29 13:54:06.170000128
1716990846.19,2.325,1.273,12.313,-424.465,10.400,13.050,9.500,12.450,-35.840,-8.688,2024-05-29 13:54:06.190000128
1716990846.21,2.325,1.273,12.313,-422.934,10.400,13.100,9.500,12.450,-35.840,-8.650,2024-05-29 13:54:06.210000128
1716990846.23,2.325,1.273,12.375,-420.965,10.450,13.100,9.500,12.450,-35.840,-8.674,2024-05-29 13:54:06.230000128
1716990846.25,2.250,1.727,12.375,-419.434,10.450,13.150,9.650,12.600,-35.840,-8.641,2024-05-29 13:54:06.249999872
1716990846.27,2.250,1.545,12.438,-416.984,10.500,13.100,9.650,12.750,-35.840,-8.611,2024-05-29 13:54:06.269999872
1716990846.29,2.250,1.545,12.375,-416.984,10.450,13.150,9.650,12.750,-35.840,-8.489,2024-05-29 13:54:06.289999872
1716990846.31,2.250,1.273,12.375,-416.984,10.450,13.150,9.800,12.900,-35.840,-8.364,2024-05-29 13:54:06.309999872
1716990846.33,2.175,1.091,12.438,-409.415,10.500,13.200,9.600,12.900,-35.840,-8.401,2024-05-29 13:54:06.329999872
1716990846.35,2.175,1.091,12.438,-406.440,10.500,13.150,9.600,12.900,-34.560,-8.291,2024-05-29 13:54:06.349999872
1716990846.37,2.175,1.091,12.438,-404.953,10.550,13.250,9.600,12.900,-34.560,-8.179,2024-05-29 13:54:06.369999872
1716990846.39,2.250,1.091,12.438,-400.009,10.600,13.200,9.600,12.900,-34.560,-8.061,2024-05-29 13:54:06.390000128
1716990846.41,2.175,1.273,12.438,-398.915,10.600,13.150,9.850,12.950,-34.560,-8.099,2024-05-29 13:54:06.410000128
1716990846.43,2.100,1.273,12.500,-393.446,10.600,13.200,9.850,12.750,-34.560,-7.953,2024-05-29 13:54:06.430000128
1716990846.45,2.025,1.545,12.500,-389.465,10.650,13.200,10.000,12.750,-33.280,-7.850,2024-05-29 13:54:06.450000128
1716990846.47,2.025,1.545,12.563,-385.484,10.600,13.200,10.000,12.700,-33.280,-7.857,2024-05-29 13:54:06.470000128
1716990846.49,2.025,1.545,12.563,-385.484,10.650,13.250,10.000,12.700,-33.280,-7.703,2024-05-29 13:54:06.490000128
1716990846.51,2.100,1.545,12.563,-376.427,10.700,13.200,10.050,12.950,-33.280,-7.638,2024-05-29 13:54:06.509999872
1716990846.53,2.175,1.273,12.563,-371.965,10.700,13.200,10.050,12.700,-32.000,-7.638,2024-05-29 13:54:06.529999872
1716990846.55,2.175,1.273,12.625,-371.965,10.750,13.250,10.050,12.700,-32.000,-7.475,2024-05-29 13:54:06.549999872
1716990846.57,2.100,1.273,12.625,-361.946,10.750,13.250,10.000,12.800,-32.000,-7.324,2024-05-29 13:54:06.569999872
1716990846.59,2.100,1.273,12.625,-356.477,10.850,13.300,10.000,12.800,-32.000,-7.305,2024-05-29 13:54:06.589999872
1716990846.61,2.025,1.273,12.625,-351.358,10.850,13.250,10.000,12.800,-30.720,-7.309,2024-05-29 13:54:06.609999872
1716990846.63,1.950,1.273,12.625,-348.908,10.850,13.250,10.000,12.800,-30.720,-7.143,2024-05-29 13:54:06.630000128
1716990846.65,1.875,1.273,12.625,-341.427,10.850,13.250,10.350,12.950,-30.720,-7.024,2024-05-29 13:54:06.650000128
1716990846.67,1.875,1.273,12.688,-337.971,10.900,13.250,10.400,13.000,-30.720,-6.961,2024-05-29 13:54:06.670000128
1716990846.69,1.875,1.273,12.688,-334.427,10.950,13.250,10.550,12.950,-29.440,-6.849,2024-05-29 13:54:06.690000128
1716990846.71,1.950,1.273,12.750,-331.408,11.000,13.300,10.550,12.950,-29.440,-6.791,2024-05-29 13:54:06.710000128
1716990846.73,1.950,1.273,12.750,-328.958,11.000,13.250,10.550,13.000,-29.440,-6.773,2024-05-29 13:54:06.730000128
1716990846.75,1.875,1.091,12.750,-326.946,11.000,13.250,10.650,13.000,-28.160,-6.818,2024-05-29 13:54:06.750000128
1716990846.77,1.875,1.091,12.813,-324.496,11.050,13.300,10.750,13.100,-28.160,-6.714,2024-05-29 13:54:06.769999872
1716990846.79,1.800,0.818,12.813,-322.965,11.100,13.350,10.550,13.200,-28.160,-6.594,2024-05-29 13:54:06.789999872
1716990846.81,1.800,0.636,12.813,-321.477,11.100,13.300,10.750,12.900,-28.160,-6.403,2024-05-29 13:54:06.809999872
1716990846.83,1.875,0.636,12.875,-320.514,11.150,13.350,10.650,13.150,-28.160,-6.285,2024-05-29 13:54:06.829999872
1716990846.85,1.875,0.818,12.938,-318.852,11.150,13.350,10.750,13.100,-28.160,-6.293,2024-05-29 13:54:06.849999872
1716990846.87,1.875,0.818,12.875,-317.889,11.150,13.350,10.750,13.100,-28.160,-6.275,2024-05-29 13:54:06.869999872
1716990846.89,1.800,1.273,12.875,-316.883,11.200,13.400,10.900,13.350,-28.160,-6.188,2024-05-29 13:54:06.890000128
1716990846.91,1.800,1.545,12.875,-314.871,11.200,13.450,10.700,13.150,-28.160,-6.002,2024-05-29 13:54:06.910000128
1716990846.93,1.800,1.545,13.000,-313.908,11.250,13.500,10.700,13.150,-28.160,-5.863,2024-05-29 13:54:06.930000128
1716990846.95,1.875,1.545,13.063,-311.939,11.300,13.500,10.950,13.200,-28.160,-5.856,2024-05-29 13:54:06.950000128
1716990846.97,1.950,1.273,13.063,-310.408,11.300,13.550,11.000,13.400,-28.160,-5.772,2024-05-29 13:54:06.970000128
1716990846.99,2.100,1.273,13.063,-308.439,11.350,13.550,11.000,13.400,-28.160,-5.750,2024-05-29 13:54:06.990000128
1716990847.01,2.100,1.273,13.125,-306.427,11.400,13.600,11.100,13.450,-28.160,-5.786,2024-05-29 13:54:07.009999872
1716990847.03,2.100,1.273,13.125,-303.977,11.400,13.650,11.100,13.450,-28.160,-5.831,2024-05-29 13:54:07.029999872
1716990847.05,2.025,1.091,13.188,-302.883,11.400,13.650,11.050,13.450,-28.160,-5.815,2024-05-29 13:54:07.049999872
1716990847.07,1.950,1.091,13.188,-298.421,11.450,13.650,11.100,13.450,-28.160,-5.767,2024-05-29 13:54:07.069999872
1716990847.09,1.875,1.091,13.188,-295.971,11.500,13.650,11.100,13.450,-26.880,-5.665,2024-05-29 13:54:07.089999872
1716990847.11,1.950,1.273,13.250,-292.952,11.550,13.700,11.450,13.450,-26.880,-5.618,2024-05-29 13:54:07.109999872
1716990847.13,1.950,1.273,13.250,-290.458,11.600,13.700,11.450,13.450,-26.880,-5.534,2024-05-29 13:54:07.130000128
1716990847.15,1.950,1.273,13.313,-287.352,11.600,13.750,11.450,13.450,-26.880,-5.576,2024-05-29 13:54:07.150000128
1716990847.17,1.950,1.273,13.313,-284.421,11.650,13.750,11.250,13.500,-26.880,-5.551,2024-05-29 13:54:07.170000128
1716990847.19,1.875,1.273,13.375,-281.402,11.700,13.800,11.250,13.500,-25.600,-5.576,2024-05-29 13:54:07.190000128
1716990847.21,1.800,0.818,13.375,-277.420,11.700,13.750,11.400,13.550,-25.600,-5.601,2024-05-29 13:54:07.210000128
1716990847.23,1.725,0.818,13.438,-273.439,11.800,13.850,11.400,13.550,-25.600,-5.652,2024-05-29 13:54:07.230000128
1716990847.25,1.725,0.636,13.438,-268.452,11.800,13.850,11.350,13.700,-25.600,-5.474,2024-05-29 13:54:07.249999872
1716990847.27,1.725,0.636,13.438,-262.939,11.850,13.900,11.350,13.700,-25.600,-5.345,2024-05-29 13:54:07.269999872
1716990847.29,1.800,0.636,13.625,-256.989,11.900,13.950,11.350,13.700,-25.600,-5.254,2024-05-29 13:54:07.289999872
1716990847.31,1.800,0.636,13.625,-250.383,12.000,13.950,11.350,13.700,-24.320,-5.148,2024-05-29 13:54:07.309999872
1716990847.33,1.725,0.636,13.688,-243.952,12.050,14.000,11.350,13.700,-24.320,-5.035,2024-05-29 13:54:07.329999872
1716990847.35,1.575,1.273,13.750,-238.395,12.100,14.050,11.950,13.850,-24.320,-4.911,2024-05-29 13:54:07.349999872
1716990847.37,1.500,1.273,13.750,-232.445,12.150,14.050,11.950,13.850,-23.040,-4.668,2024-05-29 13:54:07.369999872
1716990847.39,1.500,1.273,13.750,-225.970,12.250,14.100,11.950,13.850,-23.040,-4.464,2024-05-29 13:54:07.390000128
1716990847.41,1.575,1.273,13.938,-220.895,12.300,14.100,12.150,14.150,-21.760,-4.411,2024-05-29 13:54:07.410000128
1716990847.43,1.650,1.273,13.938,-214.420,12.400,14.150,12.150,14.150,-21.760,-4.425,2024-05-29 13:54:07.430000128
1716990847.45,1.650,1.273,14.000,-209.433,12.500,14.200,12.150,14.150,-20.480,-4.341,2024-05-29 13:54:07.450000128
1716990847.47,1.650,1.273,14.125,-204.445,12.600,14.250,12.150,14.150,-20.480,-4.396,2024-05-29 13:54:07.470000128
1716990847.49,1.500,1.273,14.125,-198.932,12.650,14.250,12.150,14.150,-20.480,-4.491,2024-05-29 13:54:07.490000128
1716990847.51,1.500,0.818,14.125,-193.989,12.700,14.250,12.450,14.250,-19.200,-4.371,2024-05-29 13:54:07.509999872
1716990847.53,1.275,0.818,14.188,-188.389,12.750,14.300,12.450,14.250,-19.200,-4.191,2024-05-29 13:54:07.529999872
1716990847.55,1.275,1.273,14.188,-183.926,12.800,14.350,12.700,14.350,-19.200,-3.995,2024-05-29 13:54:07.549999872
1716990847.57,1.275,1.273,14.313,-179.945,12.900,14.400,12.800,14.500,-19.200,-3.931,2024-05-29 13:54:07.569999872
1716990847.59,1.275,1.091,14.313,-175.351,12.950,14.450,12.800,14.600,-17.920,-3.809,2024-05-29 13:54:07.589999872
1716990847.61,1.275,0.818,14.313,-171.939,13.050,14.500,13.250,14.500,-17.920,-3.646,2024-05-29 13:54:07.609999872
1716990847.63,1.200,0.818,14.500,-168.439,13.050,14.500,13.250,14.500,-17.920,-3.584,2024-05-29 13:54:07.630000128
1716990847.65,1.125,0.636,14.625,-164.939,13.150,14.650,13.250,14.800,-17.920,-3.512,2024-05-29 13:54:07.650000128
1716990847.67,1.125,0.636,14.688,-161.964,13.250,14.650,13.150,14.700,-17.920,-3.313,2024-05-29 13:54:07.670000128
1716990847.69,1.125,0.636,14.688,-159.339,13.300,14.700,13.150,14.700,-17.920,-3.148,2024-05-29 13:54:07.690000128
1716990847.71,1.125,0.818,14.688,-156.407,13.400,14.750,13.450,14.800,-16.640,-3.060,2024-05-29 13:54:07.710000128
1716990847.73,1.425,1.091,14.875,-153.388,13.500,14.800,13.300,14.900,-16.640,-3.008,2024-05-29 13:54:07.730000128
1716990847.75,1.425,1.273,14.938,-150.413,13.500,14.800,13.600,15.100,-16.640,-3.071,2024-05-29 13:54:07.750000128
1716990847.77,1.350,1.273,15.000,-147.395,13.600,14.950,13.600,15.100,-15.360,-2.997,2024-05-29 13:54:07.769999872
1716990847.79,1.275,1.273,15.063,-143.982,13.700,15.000,13.750,15.000,-15.360,-2.968,2024-05-29 13:54:07.789999872
1716990847.81,1.275,1.273,15.063,-139.957,13.800,15.100,13.750,15.000,-15.360,-2.859,2024-05-29 13:54:07.809999872
1716990847.83,1.350,1.091,15.250,-135.976,13.850,15.150,13.800,15.000,-15.360,-2.816,2024-05-29 13:54:07.829999872
1716990847.85,1.350,1.091,15.250,-131.426,13.900,15.200,13.800,15.000,-15.360,-2.778,2024-05-29 13:54:07.849999872
1716990847.87,1.350,1.091,15.250,-127.313,14.000,15.250,13.800,15.000,-14.080,-2.745,2024-05-29 13:54:07.869999872
1716990847.89,1.350,1.091,15.250,-123.332,14.050,15.300,13.800,15.000,-14.080,-2.715,2024-05-29 13:54:07.890000128
1716990847.91,1.200,1.091,15.500,-119.351,14.150,15.350,13.800,15.000,-14.080,-2.584,2024-05-29 13:54:07.910000128
1716990847.93,1.050,1.091,15.563,-115.938,14.250,15.400,13.800,15.000,-14.080,-2.500,2024-05-29 13:54:07.930000128
1716990847.95,1.125,1.091,15.625,-112.919,14.350,15.450,14.200,15.450,-12.800,-2.388,2024-05-29 13:54:07.950000128
1716990847.97,1.200,1.091,15.750,-109.901,14.400,15.500,14.200,15.450,-12.800,-2.356,2024-05-29 13:54:07.970000128
1716990847.99,1.200,1.091,15.750,-107.363,14.500,15.550,14.550,15.550,-12.800,-2.382,2024-05-29 13:54:07.990000128
1716990848.01,1.200,1.091,15.938,-106.401,14.650,15.650,14.550,15.550,-11.520,-2.513,2024-05-29 13:54:08.009999872
1716990848.03,1.200,1.091,15.938,-105.394,14.700,15.700,14.550,15.550,-11.520,-2.506,2024-05-29 13:54:08.029999872
1716990848.05,0.975,0.636,16.063,-104.913,14.800,15.750,14.700,15.950,-11.520,-2.438,2024-05-29 13:54:08.049999872
1716990848.07,0.975,0.636,16.063,-103.951,14.850,15.800,14.700,15.950,-11.520,-2.333,2024-05-29 13:54:08.069999872
1716990848.09,0.975,0.636,16.063,-103.382,14.950,15.900,14.700,15.950,-11.520,-2.155,2024-05-29 13:54:08.089999872
1716990848.11,1.200,0.636,16.313,-103.382,15.000,15.950,14.700,15.950,-11.520,-2.263,2024-05-29 13:54:08.109999872
1716990848.13,1.200,1.091,16.313,-102.901,15.100,16.000,15.300,16.450,-11.520,-2.301,2024-05-29 13:54:08.130000128
1716990848.15,1.050,1.091,16.438,-102.901,15.150,16.150,15.300,16.450,-11.520,-2.234,2024-05-29 13:54:08.150000128
1716990848.17,1.050,1.091,16.438,-102.901,15.200,16.200,15.300,16.450,-11.520,-2.203,2024-05-29 13:54:08.170000128
1716990848.19,0.975,1.273,16.563,-102.901,15.300,16.300,15.450,16.450,-11.520,-2.062,2024-05-29 13:54:08.190000128
1716990848.21,1.125,1.273,16.688,-102.901,15.350,16.400,15.450,16.450,-11.520,-2.022,2024-05-29 13:54:08.210000128
1716990848.23,1.275,0.818,16.750,-102.419,15.450,16.500,15.500,16.650,-11.520,-2.005,2024-05-29 13:54:08.230000128
1716990848.25,1.425,0.818,16.875,-101.938,15.500,16.550,15.500,16.650,-11.520,-2.144,2024-05-29 13:54:08.249999872
1716990848.27,1.350,0.818,16.938,-101.938,15.600,16.650,15.500,16.650,-11.520,-2.172,2024-05-29 13:54:08.269999872
1716990848.29,1.350,0.818,16.938,-99.969,15.700,16.700,15.500,16.650,-11.520,-2.099,2024-05-29 13:54:08.289999872
1716990848.31,1.200,0.818,17.125,-98.919,15.800,16.850,15.500,16.650,-11.520,-1.982,2024-05-29 13:54:08.309999872
1716990848.33,1.275,0.818,17.250,-96.951,15.900,16.950,15.500,16.650,-11.520,-1.967,2024-05-29 13:54:08.329999872
1716990848.35,1.275,0.818,17.250,-93.363,15.950,17.000,15.500,16.650,-11.520,-2.025,2024-05-29 13:54:08.349999872
1716990848.37,1.425,0.818,17.438,-90.388,16.050,17.050,15.500,16.650,-11.520,-2.133,2024-05-29 13:54:08.369999872
1716990848.39,1.275,0.636,17.500,-86.888,16.100,17.150,16.200,17.150,-11.520,-2.140,2024-05-29 13:54:08.390000128
1716990848.41,1.050,0.636,17.563,-82.907,16.200,17.200,16.200,17.150,-11.520,-2.042,2024-05-29 13:54:08.410000128
1716990848.43,0.900,0.636,17.625,-78.400,16.350,17.300,16.400,17.300,-11.520,-1.872,2024-05-29 13:54:08.430000128
1716990848.45,0.975,0.636,17.688,-73.413,16.400,17.350,16.400,17.300,-11.520,-1.732,2024-05-29 13:54:08.450000128
1716990848.47,1.125,0.818,17.813,-68.469,16.450,17.400,16.500,17.500,-10.240,-1.697,2024-05-29 13:54:08.470000128
1716990848.49,1.200,0.818,17.875,-64.007,16.600,17.400,16.500,17.500,-10.240,-1.775,2024-05-29 13:54:08.490000128
1716990848.51,1.200,0.818,17.875,-59.325,16.700,17.500,16.500,17.500,-8.960,-1.754,2024-05-29 13:54:08.509999872
1716990848.53,0.825,1.091,18.063,-54.382,16.800,17.550,17.000,17.650,-8.960,-1.681,2024-05-29 13:54:08.529999872
1716990848.55,0.825,1.091,18.063,-49.394,16.950,17.700,17.000,17.650,-7.680,-1.450,2024-05-29 13:54:08.549999872
1716990848.57,0.825,0.818,18.063,-44.888,17.100,17.750,17.250,17.800,-7.680,-1.372,2024-05-29 13:54:08.569999872
1716990848.59,0.975,0.818,18.375,-40.907,17.250,17.800,17.400,17.800,-6.400,-1.360,2024-05-29 13:54:08.589999872
1716990848.61,0.900,0.636,18.563,-37.406,17.300,17.900,17.550,18.000,-5.120,-1.403,2024-05-29 13:54:08.609999872
1716990848.63,0.600,0.818,18.563,-33.950,17.450,17.950,17.750,18.150,-5.120,-1.356,2024-05-29 13:54:08.630000128
1716990848.65,0.600,1.091,18.563,-31.981,17.600,18.000,17.600,18.150,-5.120,-1.218,2024-05-29 13:54:08.650000128
1716990848.67,0.600,1.091,18.563,-30.844,17.700,18.100,17.950,18.200,-3.840,-1.034,2024-05-29 13:54:08.670000128
1716990848.69,0.450,1.091,18.938,-30.363,17.850,18.200,17.950,18.200,-3.840,-1.107,2024-05-29 13:54:08.690000128
1716990848.71,0.450,1.091,18.938,-30.363,17.900,18.250,17.950,18.200,-3.840,-1.107,2024-05-29 13:54:08.710000128
1716990848.73,0.450,1.091,19.063,-30.363,18.000,18.350,17.950,18.200,-3.840,-1.127,2024-05-29 13:54:08.730000128
